country_code,language_code,phrase,multiplier
HR,hr-HR,"bitcoin dead",-1.0
HR,hr-HR,"bitcoin ban",-1.0
HR,hr-HR,"crypto regulation",-0.7
HR,hr-HR,"bitcoin illegal",-1.0
HR,hr-HR,"bitcoin hack",-1.0
HR,hr-HR,"crypto scam",-0.8
HR,hr-HR,"bitcoin stolen",-0.9
HR,hr-HR,"bitcoin energy",-0.5
HR,hr-HR,"bitcoin bubble",-0.8
HR,hr-HR,"bitcoin ponzi",-0.9
HR,hr-HR,"bitcoin price",0.0
HR,hr-HR,"btc usd",0.0
HR,hr-HR,"bitcoin rate",0.0
HR,hr-HR,"bitcoin news",0.0
HR,hr-HR,"crypto news",0.0
HR,hr-HR,"btc today",0.0
HR,hr-HR,"bitcoin halving",0.0
HR,hr-HR,"btc mining",0.0
HR,hr-HR,"bitcoin blockchain",0.0
HR,hr-HR,"what is bitcoin",0.0
HR,hr-HR,"bitcoin explained",0.0
HR,hr-HR,"how bitcoin works",0.0
CY,el-CY,"αγορά bitcoin",0.7
CY,el-CY,"πώς να αγοράσετε btc",0.8
CY,el-CY,"επένδυση bitcoin",0.6
CY,el-CY,"χαρτοφυλάκιο btc",0.5
CY,el-CY,"επένδυση crypto",0.5
CY,el-CY,"bitcoin bull",0.9
CY,el-CY,"btc moon",1.0
CY,el-CY,"ράλι bitcoin",0.9
CY,el-CY,"bitcoin ETF",0.8
CY,el-CY,"θεσμικό bitcoin",0.7
CY,el-CY,"bitcoin νόμιμο",0.6
CY,el-CY,"ιστορικό υψηλό bitcoin",1.0
CY,el-CY,"bitcoin ATH",1.0
CY,el-CY,"νέο υψηλό bitcoin",0.9
CY,el-CY,"πούλησε bitcoin",-0.5
CY,el-CY,"πωλήσεις bitcoin",-0.5
CY,el-CY,"dump btc",-0.8
CY,el-CY,"κραχ bitcoin",-1.0
CY,el-CY,"bitcoin bear",-0.8
CY,el-CY,"bitcoin νεκρό",-1.0
CY,el-CY,"απαγόρευση bitcoin",-1.0
CY,el-CY,"ρύθμιση crypto",-0.7
CY,el-CY,"bitcoin παράνομο",-1.0
CY,el-CY,"bitcoin hack",-1.0
CY,el-CY,"crypto scam",-0.8
CY,el-CY,"bitcoin κλάπηκε",-0.9
CY,el-CY,"ενέργεια bitcoin",-0.5
CY,el-CY,"φούσκα bitcoin",-0.8
CY,el-CY,"bitcoin ponzi",-0.9
CY,el-CY,"τιμή bitcoin",0.0
CY,el-CY,"btc usd",0.0
CY,el-CY,"τιμή bitcoin",0.0
CY,el-CY,"ειδήσεις bitcoin",0.0
CY,el-CY,"ειδήσεις crypto",0.0
CY,el-CY,"btc σήμερα",0.0
CY,el-CY,"bitcoin halving",0.0
CY,el-CY,"btc εξόρυξη",0.0
CY,el-CY,"bitcoin blockchain",0.0
CY,el-CY,"τι είναι το bitcoin",0.0
CY,el-CY,"bitcoin εξήγηση",0.0
CY,el-CY,"πώς λειτουργεί το bitcoin",0.0
CZ,cs,"koupit bitcoin",0.7
CZ,cs,"jak koupit btc",0.8
CZ,cs,"investice bitcoin",0.6
CZ,cs,"krypto portfolio",0.5
CZ,cs,"investice do kryptoměn",0.5
CZ,cs,"bitcoin bull",0.9
CZ,cs,"btc moon",1.0
CZ,cs,"rally bitcoin",0.9
CZ,cs,"bitcoin ETF",0.8
CZ,cs,"institucionální bitcoin",0.7
CZ,cs,"bitcoin legální",0.6
CZ,cs,"bitcoin rekordní maximum",1.0
CZ,cs,"bitcoin ATH",1.0
CZ,cs,"bitcoin nové maximum",0.9
CZ,cs,"prodat bitcoin",-0.5
CZ,cs,"prodej bitcoin",-0.5
CZ,cs,"dump btc",-0.8
CZ,cs,"bitcoin krach",-1.0
CZ,cs,"btc medvěd",-0.8
CZ,cs,"bitcoin mrtvý",-1.0
CZ,cs,"bitcoin zákaz",-1.0
CZ,cs,"krypto regulace",-0.7
CZ,cs,"bitcoin nelegální",-1.0
CZ,cs,"bitcoin hack",-1.0
CZ,cs,"krypto podvod",-0.8
CZ,cs,"bitcoin ukraden",-0.9
CZ,cs,"bitcoin energie",-0.5
CZ,cs,"bitcoin bublina",-0.8
CZ,cs,"bitcoin ponzi",-0.9
CZ,cs,"cena bitcoin",0.0
CZ,cs,"btc usd",0.0
CZ,cs,"kurz bitcoinu",0.0
CZ,cs,"bitcoin novinky",0.0
CZ,cs,"krypto novinky",0.0
CZ,cs,"btc dnes",0.0
CZ,cs,"bitcoin půlení",0.0
CZ,cs,"těžba bitcoinu",0.0
CZ,cs,"bitcoin blockchain",0.0
CZ,cs,"co je bitcoin",0.0
CZ,cs,"bitcoin vysvětleno",0.0
CZ,cs,"jak funguje bitcoin",0.0
DK,da-DK,"køb bitcoin",0.7
DK,da-DK,"hvordan køber man btc",0.8
DK,da-DK,"bitcoin køb",0.7
DK,da-DK,"bitcoin investering",0.6
DK,da-DK,"btc portefølje",0.5
DK,da-DK,"krypto investering",0.5
DK,da-DK,"bitcoin bull",0.9
DK,da-DK,"btc moon",1.0
DK,da-DK,"bitcoin rally",0.9
DK,da-DK,"bitcoin ETF",0.8
DK,da-DK,"institutionel bitcoin",0.7
DK,da-DK,"bitcoin lovlig",0.6
DK,da-DK,"bitcoin kursrekord",1.0
DK,da-DK,"bitcoin ATH",1.0
DK,da-DK,"bitcoin ny rekord",0.9
DK,da-DK,"sælg bitcoin",-0.5
DK,da-DK,"bitcoin salg",-0.5
DK,da-DK,"dump btc",-0.8
DK,da-DK,"bitcoin krak",-1.0
DK,da-DK,"btc bear",-0.8
DK,da-DK,"bitcoin død",-1.0
DK,da-DK,"bitcoin forbud",-1.0
DK,da-DK,"krypto regulering",-0.7
DK,da-DK,"bitcoin ulovlig",-1.0
DK,da-DK,"bitcoin hack",-1.0
DK,da-DK,"krypto fidus",-0.8
DK,da-DK,"bitcoin stjålet",-0.9
DK,da-DK,"bitcoin energi",-0.5
DK,da-DK,"bitcoin boble",-0.8
DK,da-DK,"bitcoin ponzi",-0.9
DK,da-DK,"bitcoin pris",0.0
DK,da-DK,"btc usd",0.0
DK,da-DK,"bitcoin kurs",0.0
DK,da-DK,"bitcoin nyheder",0.0
DK,da-DK,"krypto nyheder",0.0
DK,da-DK,"btc i dag",0.0
DK,da-DK,"bitcoin halvering",0.0
DK,da-DK,"btc mining",0.0
DK,da-DK,"bitcoin blockchain",0.0
DK,da-DK,"hvad er bitcoin",0.0
DK,da-DK,"bitcoin forklaret",0.0
DK,da-DK,"hvordan fungerer bitcoin",0.0
EE,et,"osta bitcoin",0.7
EE,et,"kuidas osta btc",0.8
EE,et,"osta bitcoin",0.7
EE,et,"bitcoini investeering",0.6
EE,et,"btc portfell",0.5
EE,et,"kruptorahandus investeering",0.5
EE,et,"bitcoin bull",0.9
EE,et,"btc kuu",1.0
EE,et,"bitcoini ralli",0.9
EE,et,"bitcoin ETF",0.8
EE,et,"institutsionaalne bitcoin",0.7
EE,et,"bitcoin seaduslik",0.6
EE,et,"bitcoini tipphind",1.0
EE,et,"bitcoin ATH",1.0
EE,et,"bitcoini uus tipp",0.9
EE,et,"müü bitcoin",-0.5
EE,et,"müük bitcoin",-0.5
EE,et,"dump btc",-0.8
EE,et,"bitcoini krahh",-1.0
EE,et,"btc karu",-0.8
EE,et,"bitcoin surnud",-1.0
EE,et,"bitcoini keeld",-1.0
EE,et,"kruptoseadus",-0.7
EE,et,"bitcoin ebaseaduslik",-1.0
EE,et,"bitcoini häkk",-1.0
EE,et,"krypto petuskeem",-0.8
EE,et,"bitcoin varastatud",-0.9
EE,et,"bitcoini energia",-0.5
EE,et,"bitcoini mull",-0.8
EE,et,"bitcoini pettus",-0.9
EE,et,"bitcoini hind",0.0
EE,et,"btc usd",0.0
EE,et,"bitcoini kurss",0.0
EE,et,"bitcoini uudised",0.0
EE,et,"kruptouudised",0.0
EE,et,"btc täna",0.0
EE,et,"bitcoini pooldumine",0.0
EE,et,"btc kaevandamine",0.0
EE,et,"bitcoini plokiahel",0.0
EE,et,"mis on bitcoin",0.0
EE,et,"bitcoin selgitatud",0.0
EE,et,"kuidas bitcoin toimib",0.0
FI,fi-FI,"osta bitcoin",0.7
FI,fi-FI,"miten ostaa btc",0.8
FI,fi-FI,"bitcoin osto",0.7
FI,fi-FI,"bitcoin-sijoitus",0.6
FI,fi-FI,"btc salkku",0.5
FI,fi-FI,"krypto-sijoitus",0.5
FI,fi-FI,"bitcoin bull",0.9
FI,fi-FI,"btc moon",1.0
FI,fi-FI,"bitcoin rally",0.9
FI,fi-FI,"bitcoin ETF",0.8
FI,fi-FI,"institutionaalinen bitcoin",0.7
FI,fi-FI,"bitcoin laillinen",0.6
FI,fi-FI,"bitcoin ennätyskorkea",1.0
FI,fi-FI,"bitcoin ATH",1.0
FI,fi-FI,"bitcoin uusi ennätys",0.9
FI,fi-FI,"myy bitcoin",-0.5
FI,fi-FI,"bitcoin myynti",-0.5
FI,fi-FI,"dump btc",-0.8
FI,fi-FI,"bitcoin romahdus",-1.0
FI,fi-FI,"btc karhu",-0.8
FI,fi-FI,"bitcoin kuollut",-1.0
FI,fi-FI,"bitcoin kielto",-1.0
FI,fi-FI,"krypto sääntely",-0.7
FI,fi-FI,"bitcoin laiton",-1.0
FI,fi-FI,"bitcoin hakkerointi",-1.0
FI,fi-FI,"krypto huijaus",-0.8
FI,fi-FI,"bitcoin varastettu",-0.9
FI,fi-FI,"bitcoin energia",-0.5
FI,fi-FI,"bitcoin kupla",-0.8
FI,fi-FI,"bitcoin ponzi",-0.9
FI,fi-FI,"bitcoin hinta",0.0
FI,fi-FI,"btc usd",0.0
FI,fi-FI,"bitcoin kurssi",0.0
FI,fi-FI,"bitcoin uutiset",0.0
FI,fi-FI,"krypto uutiset",0.0
FI,fi-FI,"btc tänään",0.0
FI,fi-FI,"bitcoin puoliintuminen",0.0
FI,fi-FI,"btc louhinta",0.0
FI,fi-FI,"bitcoin lohkoketju",0.0
FI,fi-FI,"mikä on bitcoin",0.0
FI,fi-FI,"bitcoin selitetty",0.0
FI,fi-FI,"miten bitcoin toimii",0.0
FR,fr-FR,"acheter bitcoin",0.7
FR,fr-FR,"comment acheter du bitcoin",0.8
FR,fr-FR,"investir dans le bitcoin",0.6
FR,fr-FR,"portefeuille bitcoin",0.5
FR,fr-FR,"investir crypto",0.5
FR,fr-FR,"bitcoin haussier",0.9
FR,fr-FR,"rallye bitcoin",0.9
FR,fr-FR,"bitcoin ETF",0.8
FR,fr-FR,"bitcoin institutionnel",0.7
FR,fr-FR,"bitcoin légal",0.6
FR,fr-FR,"record bitcoin",1.0
FR,fr-FR,"bitcoin ATH",1.0
FR,fr-FR,"nouveau record bitcoin",0.9
FR,fr-FR,"vendre bitcoin",-0.5
FR,fr-FR,"ventes massives bitcoin",-0.8
FR,fr-FR,"krach bitcoin",-1.0
FR,fr-FR,"bitcoin baissier",-0.8
FR,fr-FR,"bitcoin mort",-1.0
FR,fr-FR,"interdiction du bitcoin",-1.0
FR,fr-FR,"réglementation crypto",-0.7
FR,fr-FR,"bitcoin illégal",-1.0
FR,fr-FR,"hack bitcoin",-1.0
FR,fr-FR,"arnaque crypto",-0.8
FR,fr-FR,"vol de bitcoin",-0.9
FR,fr-FR,"énergie bitcoin",-0.5
FR,fr-FR,"bulle bitcoin",-0.8
FR,fr-FR,"arnaque ponzi bitcoin",-0.9
FR,fr-FR,"prix bitcoin",0.0
FR,fr-FR,"cours bitcoin",0.0
FR,fr-FR,"actualités bitcoin",0.0
FR,fr-FR,"actualités crypto",0.0
FR,fr-FR,"bitcoin aujourd'hui",0.0
FR,fr-FR,"halving bitcoin",0.0
FR,fr-FR,"minage bitcoin",0.0
FR,fr-FR,"blockchain bitcoin",0.0
FR,fr-FR,"qu'est-ce que le bitcoin",0.0
FR,fr-FR,"bitcoin expliqué",0.0
FR,fr-FR,"comment fonctionne le bitcoin",0.0
DE,de,"Bitcoin kaufen",0.7
DE,de,"wie Bitcoin kaufen",0.8
DE,de,"in Bitcoin investieren",0.6
DE,de,"Bitcoin Portfolio",0.5
DE,de,"in Krypto investieren",0.5
DE,de,"Bitcoin steigt",0.9
DE,de,"Bitcoin Rallye",0.9
DE,de,"Bitcoin ETF",0.8
DE,de,"institutionelle Bitcoin",0.7
DE,de,"Bitcoin legal",0.6
DE,de,"Bitcoin Rekordhoch",1.0
DE,de,"Bitcoin ATH",1.0
DE,de,"neues Bitcoin Hoch",0.9
DE,de,"Bitcoin verkaufen",-0.5
DE,de,"Bitcoin Abverkauf",-0.8
DE,de,"Bitcoin Absturz",-1.0
DE,de,"Bitcoin Bärenmarkt",-0.8
DE,de,"Bitcoin tot",-1.0
DE,de,"Bitcoin Verbot",-1.0
DE,de,"Krypto Regulierung",-0.7
DE,de,"Bitcoin illegal",-1.0
DE,de,"Bitcoin Hack",-1.0
DE,de,"Krypto Betrug",-0.8
DE,de,"Bitcoin Diebstahl",-0.9
DE,de,"Bitcoin Energie",-0.5
DE,de,"Bitcoin Blase",-0.8
DE,de,"Bitcoin Schneeballsystem",-0.9
DE,de,"Bitcoin Preis",0.0
DE,de,"Bitcoin Kurs",0.0
DE,de,"Bitcoin Nachrichten",0.0
DE,de,"Krypto Nachrichten",0.0
DE,de,"Bitcoin aktuell",0.0
DE,de,"Bitcoin Halving",0.0
DE,de,"Bitcoin Mining",0.0
DE,de,"Bitcoin Blockchain",0.0
DE,de,"Was ist Bitcoin",0.0
DE,de,"Bitcoin erklärt",0.0
DE,de,"Wie funktioniert Bitcoin",0.0
GR,el-GR,"αγορά bitcoin",0.7
GR,el-GR,"πώς να αγοράσετε btc",0.8
GR,el-GR,"επένδυση bitcoin",0.6
GR,el-GR,"χαρτοφυλάκιο btc",0.5
GR,el-GR,"επένδυση crypto",0.5
GR,el-GR,"bitcoin bull",0.9
GR,el-GR,"btc moon",1.0
GR,el-GR,"ράλι bitcoin",0.9
GR,el-GR,"bitcoin ETF",0.8
GR,el-GR,"θεσμικό bitcoin",0.7
GR,el-GR,"bitcoin νόμιμο",0.6
GR,el-GR,"ιστορικό υψηλό bitcoin",1.0
GR,el-GR,"bitcoin ATH",1.0
GR,el-GR,"νέο υψηλό bitcoin",0.9
GR,el-GR,"πούλησε bitcoin",-0.5
GR,el-GR,"πωλήσεις bitcoin",-0.5
GR,el-GR,"dump btc",-0.8
GR,el-GR,"κραχ bitcoin",-1.0
GR,el-GR,"bitcoin bear",-0.8
GR,el-GR,"bitcoin νεκρό",-1.0
GR,el-GR,"απαγόρευση bitcoin",-1.0
GR,el-GR,"ρύθμιση crypto",-0.7
GR,el-GR,"bitcoin παράνομο",-1.0
GR,el-GR,"bitcoin hack",-1.0
GR,el-GR,"crypto scam",-0.8
GR,el-GR,"bitcoin κλάπηκε",-0.9
GR,el-GR,"ενέργεια bitcoin",-0.5
GR,el-GR,"φούσκα bitcoin",-0.8
GR,el-GR,"bitcoin ponzi",-0.9
GR,el-GR,"τιμή bitcoin",0.0
GR,el-GR,"btc usd",0.0
GR,el-GR,"τιμή bitcoin",0.0
GR,el-GR,"ειδήσεις bitcoin",0.0
GR,el-GR,"ειδήσεις crypto",0.0
GR,el-GR,"btc σήμερα",0.0
GR,el-GR,"bitcoin halving",0.0
GR,el-GR,"btc εξόρυξη",0.0
GR,el-GR,"bitcoin blockchain",0.0
GR,el-GR,"τι είναι το bitcoin",0.0
GR,el-GR,"bitcoin εξήγηση",0.0
GR,el-GR,"πώς λειτουργεί το bitcoin",0.0
HU,hu-HU,"bitcoin vásárlás",0.7
HU,hu-HU,"hogyan vegyünk bitcoint",0.8
HU,hu-HU,"bitcoin befektetés",0.6
HU,hu-HU,"btc portfólió",0.5
HU,hu-HU,"kripto befektetés",0.5
HU,hu-HU,"bitcoin bull",0.9
HU,hu-HU,"btc moon",1.0
HU,hu-HU,"bitcoin rally",0.9
HU,hu-HU,"bitcoin ETF",0.8
HU,hu-HU,"intézményi bitcoin",0.7
HU,hu-HU,"bitcoin legális",0.6
HU,hu-HU,"bitcoin történelmi csúcs",1.0
HU,hu-HU,"bitcoin ATH",1.0
HU,hu-HU,"bitcoin új csúcs",0.9
HU,hu-HU,"bitcoin eladás",-0.5
HU,hu-HU,"bitcoin eladni",-0.5
HU,hu-HU,"dump btc",-0.8
HU,hu-HU,"bitcoin összeomlás",-1.0
HU,hu-HU,"btc medve",-0.8
HU,hu-HU,"bitcoin halott",-1.0
HU,hu-HU,"bitcoin betiltás",-1.0
HU,hu-HU,"kripto szabályozás",-0.7
HU,hu-HU,"bitcoin illegális",-1.0
HU,hu-HU,"bitcoin hack",-1.0
HU,hu-HU,"kripto átverés",-0.8
HU,hu-HU,"ellopott bitcoin",-0.9
HU,hu-HU,"bitcoin energia",-0.5
HU,hu-HU,"bitcoin lufi",-0.8
HU,hu-HU,"bitcoin ponzi",-0.9
HU,hu-HU,"bitcoin ár",0.0
HU,hu-HU,"btc usd",0.0
HU,hu-HU,"bitcoin árfolyam",0.0
HU,hu-HU,"bitcoin hírek",0.0
HU,hu-HU,"kripto hírek",0.0
HU,hu-HU,"btc ma",0.0
HU,hu-HU,"bitcoin felezés",0.0
HU,hu-HU,"btc bányászat",0.0
HU,hu-HU,"bitcoin blokklánc",0.0
HU,hu-HU,"mi az a bitcoin",0.0
HU,hu-HU,"bitcoin magyarázat",0.0
HU,hu-HU,"hogyan működik a bitcoin",0.0
IE,en-IE,"buy bitcoin",0.7
IE,en-IE,"how to buy btc",0.8
IE,en-IE,"bitcoin purchase",0.7
IE,en-IE,"bitcoin investment",0.6
IE,en-IE,"btc portfolio",0.5
IE,en-IE,"crypto invest",0.5
IE,en-IE,"bitcoin bull",0.9
IE,en-IE,"btc moon",1.0
IE,en-IE,"bitcoin rally",0.9
IE,en-IE,"bitcoin ETF",0.8
IE,en-IE,"institutional bitcoin",0.7
IE,en-IE,"bitcoin legal",0.6
IE,en-IE,"bitcoin all time high",1.0
IE,en-IE,"btc ath",1.0
IE,en-IE,"bitcoin new high",0.9
IE,en-IE,"sell bitcoin",-0.5
IE,en-IE,"bitcoin sell",-0.5
IE,en-IE,"dump btc",-0.8
IE,en-IE,"bitcoin crash",-1.0
IE,en-IE,"btc bear",-0.8
IE,en-IE,"bitcoin dead",-1.0
IE,en-IE,"bitcoin ban",-1.0
IE,en-IE,"crypto regulation",-0.7
IE,en-IE,"bitcoin illegal",-1.0
IE,en-IE,"bitcoin hack",-1.0
IE,en-IE,"crypto scam",-0.8
IE,en-IE,"bitcoin stolen",-0.9
IE,en-IE,"bitcoin energy",-0.5
IE,en-IE,"bitcoin bubble",-0.8
IE,en-IE,"bitcoin ponzi",-0.9
IE,en-IE,"bitcoin price",0.0
IE,en-IE,"btc usd",0.0
IE,en-IE,"bitcoin rate",0.0
IE,en-IE,"bitcoin news",0.0
IE,en-IE,"crypto news",0.0
IE,en-IE,"btc today",0.0
IE,en-IE,"bitcoin halving",0.0
IE,en-IE,"btc mining",0.0
IE,en-IE,"bitcoin blockchain",0.0
IE,en-IE,"what is bitcoin",0.0
IE,en-IE,"bitcoin explained",0.0
IE,en-IE,"how bitcoin works",0.0
IT,it-IT,"comprare bitcoin",0.7
IT,it-IT,"come comprare bitcoin",0.8
IT,it-IT,"investire in bitcoin",0.6
IT,it-IT,"portafoglio bitcoin",0.5
IT,it-IT,"investimento cripto",0.5
IT,it-IT,"bitcoin toro",0.9
IT,it-IT,"bitcoin rally",0.9
IT,it-IT,"bitcoin ETF",0.8
IT,it-IT,"bitcoin istituzionale",0.7
IT,it-IT,"bitcoin legale",0.6
IT,it-IT,"record bitcoin",1.0
IT,it-IT,"bitcoin ATH",1.0
IT,it-IT,"nuovo record bitcoin",0.9
IT,it-IT,"vendere bitcoin",-0.5
IT,it-IT,"dump bitcoin",-0.8
IT,it-IT,"crollo bitcoin",-1.0
IT,it-IT,"bitcoin orso",-0.8
IT,it-IT,"bitcoin morto",-1.0
IT,it-IT,"ban bitcoin",-1.0
IT,it-IT,"regolamentazione cripto",-0.7
IT,it-IT,"bitcoin illegale",-1.0
IT,it-IT,"hack bitcoin",-1.0
IT,it-IT,"truffa cripto",-0.8
IT,it-IT,"bitcoin rubati",-0.9
IT,it-IT,"energia bitcoin",-0.5
IT,it-IT,"bolla bitcoin",-0.8
IT,it-IT,"schema ponzi bitcoin",-0.9
IT,it-IT,"prezzo bitcoin",0.0
IT,it-IT,"bitcoin usd",0.0
IT,it-IT,"tasso bitcoin",0.0
IT,it-IT,"notizie bitcoin",0.0
IT,it-IT,"notizie cripto",0.0
IT,it-IT,"bitcoin oggi",0.0
IT,it-IT,"halving bitcoin",0.0
IT,it-IT,"mining bitcoin",0.0
IT,it-IT,"blockchain bitcoin",0.0
IT,it-IT,"che cos'è bitcoin",0.0
IT,it-IT,"bitcoin spiegato",0.0
IT,it-IT,"come funziona bitcoin",0.0
LV,lv,"pirkt bitcoin",0.7
LV,lv,"kā nopirkt btc",0.8
LV,lv,"bitcoin ieguldījums",0.6
LV,lv,"btc portfelis",0.5
LV,lv,"kripto ieguldījums",0.5
LV,lv,"bitcoin bull",0.9
LV,lv,"btc moon",1.0
LV,lv,"bitcoin rallijs",0.9
LV,lv,"bitcoin ETF",0.8
LV,lv,"institucionālais bitcoin",0.7
LV,lv,"bitcoin likumīgs",0.6
LV,lv,"bitcoin visu laiku augstākais",1.0
LV,lv,"bitcoin ATH",1.0
LV,lv,"bitcoin jauns maksimums",0.9
LV,lv,"pārdot bitcoin",-0.5
LV,lv,"bitcoin pārdošana",-0.5
LV,lv,"dump btc",-0.8
LV,lv,"bitcoin krahs",-1.0
LV,lv,"btc lācis",-0.8
LV,lv,"bitcoin miris",-1.0
LV,lv,"bitcoin aizliegums",-1.0
LV,lv,"kripto regulējums",-0.7
LV,lv,"bitcoin nelikumīgs",-1.0
LV,lv,"bitcoin uzlaušana",-1.0
LV,lv,"kripto krāpšana",-0.8
LV,lv,"nozagts bitcoin",-0.9
LV,lv,"bitcoin enerģija",-0.5
LV,lv,"bitcoin burbulis",-0.8
LV,lv,"bitcoin ponzi",-0.9
LV,lv,"bitcoin cena",0.0
LV,lv,"btc usd",0.0
LV,lv,"bitcoin kurss",0.0
LV,lv,"bitcoin ziņas",0.0
LV,lv,"kripto ziņas",0.0
LV,lv,"btc šodien",0.0
LV,lv,"bitcoin halving",0.0
LV,lv,"btc rakšana",0.0
LV,lv,"bitcoin blokķēde",0.0
LV,lv,"kas ir bitcoin",0.0
LV,lv,"bitcoin izskaidrots",0.0
LV,lv,"kā bitcoin darbojas",0.0
LT,lt,"pirkti bitcoin",0.7
LT,lt,"kaip pirkti btc",0.8
LT,lt,"bitcoin investicija",0.6
LT,lt,"btc portfelis",0.5
LT,lt,"kripto investicija",0.5
LT,lt,"bitcoin bull",0.9
LT,lt,"btc moon",1.0
LT,lt,"bitcoin ralio",0.9
LT,lt,"bitcoin ETF",0.8
LT,lt,"institucinis bitcoin",0.7
LT,lt,"bitcoin legalus",0.6
LT,lt,"bitcoin aukščiausias",1.0
LT,lt,"bitcoin ATH",1.0
LT,lt,"bitcoin naujas rekordas",0.9
LT,lt,"parduoti bitcoin",-0.5
LT,lt,"bitcoin pardavimas",-0.5
LT,lt,"dump btc",-0.8
LT,lt,"bitcoin griūtis",-1.0
LT,lt,"btc meška",-0.8
LT,lt,"bitcoin miręs",-1.0
LT,lt,"bitcoin draudimas",-1.0
LT,lt,"kripto reguliavimas",-0.7
LT,lt,"bitcoin neteisėtas",-1.0
LT,lt,"bitcoin įsilaužimas",-1.0
LT,lt,"kripto sukčiai",-0.8
LT,lt,"pavogtas bitcoin",-0.9
LT,lt,"bitcoin energija",-0.5
LT,lt,"bitcoin burbulas",-0.8
LT,lt,"bitcoin ponzi",-0.9
LT,lt,"bitcoin kaina",0.0
LT,lt,"btc usd",0.0
LT,lt,"bitcoin kursas",0.0
LT,lt,"bitcoin naujienos",0.0
LT,lt,"kripto naujienos",0.0
LT,lt,"btc šiandien",0.0
LT,lt,"bitcoin halving",0.0
LT,lt,"btc kasyba",0.0
LT,lt,"bitcoin blockchain",0.0
LT,lt,"kas yra bitcoin",0.0
LT,lt,"bitcoin paaiškinta",0.0
LT,lt,"kaip veikia bitcoin",0.0
LU,lb,"buy bitcoin",0.7
LU,lb,"how to buy btc",0.8
LU,lb,"bitcoin purchase",0.7
LU,lb,"bitcoin investment",0.6
LU,lb,"btc portfolio",0.5
LU,lb,"crypto invest",0.5
LU,lb,"bitcoin bull",0.9
LU,lb,"btc moon",1.0
LU,lb,"bitcoin rally",0.9
LU,lb,"bitcoin ETF",0.8
LU,lb,"institutional bitcoin",0.7
LU,lb,"bitcoin legal",0.6
LU,lb,"bitcoin all time high",1.0
LU,lb,"btc ath",1.0
LU,lb,"bitcoin new high",0.9
LU,lb,"sell bitcoin",-0.5
LU,lb,"bitcoin sell",-0.5
LU,lb,"dump btc",-0.8
LU,lb,"bitcoin crash",-1.0
LU,lb,"btc bear",-0.8
LU,lb,"bitcoin dead",-1.0
LU,lb,"bitcoin ban",-1.0
LU,lb,"crypto regulation",-0.7
LU,lb,"bitcoin illegal",-1.0
LU,lb,"bitcoin hack",-1.0
LU,lb,"crypto scam",-0.8
LU,lb,"bitcoin stolen",-0.9
LU,lb,"bitcoin energy",-0.5
LU,lb,"bitcoin bubble",-0.8
LU,lb,"bitcoin ponzi",-0.9
LU,lb,"bitcoin price",0.0
LU,lb,"btc usd",0.0
LU,lb,"bitcoin rate",0.0
LU,lb,"bitcoin news",0.0
LU,lb,"crypto news",0.0
LU,lb,"btc today",0.0
LU,lb,"bitcoin halving",0.0
LU,lb,"btc mining",0.0
LU,lb,"bitcoin blockchain",0.0
LU,lb,"what is bitcoin",0.0
LU,lb,"bitcoin explained",0.0
LU,lb,"how bitcoin works",0.0
MT,mt,"ixtri bitcoin",0.7
MT,mt,"kif tixtri bitcoin",0.8
MT,mt,"investi fil-bitcoin",0.6
MT,mt,"portafollju bitcoin",0.5
MT,mt,"investiment crypto",0.5
MT,mt,"bitcoin bull",0.9
MT,mt,"btc moon",1.0
MT,mt,"rally bitcoin",0.9
MT,mt,"bitcoin ETF",0.8
MT,mt,"bitcoin istituzzjonali",0.7
MT,mt,"bitcoin legali",0.6
MT,mt,"bitcoin rekord",1.0
MT,mt,"bitcoin ATH",1.0
MT,mt,"bitcoin rekord ġdid",0.9
MT,mt,"biegħ bitcoin",-0.5
MT,mt,"bejgħ bitcoin",-0.5
MT,mt,"dump btc",-0.8
MT,mt,"krach bitcoin",-1.0
MT,mt,"btc bear",-0.8
MT,mt,"bitcoin mejjet",-1.0
MT,mt,"projbizzjoni bitcoin",-1.0
MT,mt,"regolament crypto",-0.7
MT,mt,"bitcoin illegali",-1.0
MT,mt,"bitcoin hack",-1.0
MT,mt,"crypto scam",-0.8
MT,mt,"bitcoin misruq",-0.9
MT,mt,"enerġija bitcoin",-0.5
MT,mt,"bozza bitcoin",-0.8
MT,mt,"bitcoin ponzi",-0.9
MT,mt,"prezz bitcoin",0.0
MT,mt,"btc usd",0.0
MT,mt,"rata bitcoin",0.0
MT,mt,"aħbarijiet bitcoin",0.0
MT,mt,"aħbarijiet crypto",0.0
MT,mt,"btc illum",0.0
MT,mt,"bitcoin tnaqqis",0.0
MT,mt,"bci mining",0.0
MT,mt,"bitcoin blockchain",0.0
MT,mt,"x'inhu bitcoin",0.0
MT,mt,"bitcoin spjegat",0.0
MT,mt,"kif jaħdem bitcoin",0.0
NL,nl-NL,"bitcoin kopen",0.7
NL,nl-NL,"hoe bitcoin kopen",0.8
NL,nl-NL,"bitcoin investering",0.6
NL,nl-NL,"btc portefeuille",0.5
NL,nl-NL,"crypto investeren",0.5
NL,nl-NL,"bitcoin bull",0.9
NL,nl-NL,"btc moon",1.0
NL,nl-NL,"bitcoin rally",0.9
NL,nl-NL,"bitcoin ETF",0.8
